date,day,day_of_week,month_name,quarter,year,start_of_year,start_of_monthj,start_of_quarter,start_of_week
00:00.0,30,Thursday,Apr,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Friday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Saturday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Sunday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Monday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Tuesday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Wednesday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Thursday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Friday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Saturday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Sunday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Monday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Tuesday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Wednesday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Thursday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Friday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Saturday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Sunday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Monday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Tuesday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Wednesday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Thursday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Friday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Saturday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Sunday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Monday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Tuesday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Wednesday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Thursday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Friday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Saturday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,31,Sunday,May,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Monday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Tuesday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Wednesday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Thursday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Friday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Saturday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Sunday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Monday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Tuesday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Wednesday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Thursday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Friday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Saturday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Sunday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Monday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Tuesday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Wednesday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Thursday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Friday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Saturday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Sunday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Monday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Tuesday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Wednesday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Thursday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Friday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Saturday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Sunday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Monday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Tuesday,Jun,2,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Wednesday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Thursday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Friday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Saturday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Sunday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Monday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Tuesday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Wednesday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Thursday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Friday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Saturday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Sunday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Monday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Tuesday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Wednesday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Thursday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Friday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Saturday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Sunday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Monday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Tuesday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Wednesday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Thursday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Friday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Saturday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Sunday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Monday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Tuesday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Wednesday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Thursday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,31,Friday,Jul,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Saturday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Sunday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Monday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Tuesday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Wednesday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Thursday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Friday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Saturday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Sunday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Monday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Tuesday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Wednesday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Thursday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Friday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Saturday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Sunday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Monday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Tuesday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Wednesday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Thursday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Friday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Saturday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Sunday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Monday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Tuesday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Wednesday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Thursday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Friday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Saturday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Sunday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,31,Monday,Aug,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Tuesday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Wednesday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Thursday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Friday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Saturday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Sunday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Monday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Tuesday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Wednesday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Thursday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Friday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Saturday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Sunday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Monday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Tuesday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Wednesday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Thursday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Friday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Saturday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Sunday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Monday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Tuesday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Wednesday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Thursday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Friday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Saturday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Sunday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Monday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Tuesday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Wednesday,Sep,3,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Thursday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Friday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Saturday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Sunday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Monday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Tuesday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Wednesday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Thursday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Friday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Saturday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Sunday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Monday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Tuesday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Wednesday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Thursday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Friday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Saturday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Sunday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Monday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Tuesday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Wednesday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Thursday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Friday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Saturday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Sunday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Monday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Tuesday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Wednesday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Thursday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Friday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,31,Saturday,Oct,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Sunday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Monday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Tuesday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Wednesday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Thursday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Friday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Saturday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Sunday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Monday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Tuesday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Wednesday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Thursday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Friday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Saturday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Sunday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Monday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Tuesday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Wednesday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Thursday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Friday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Saturday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Sunday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Monday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Tuesday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Wednesday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Thursday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Friday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Saturday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Sunday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Monday,Nov,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Tuesday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Wednesday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Thursday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Friday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Saturday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Sunday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Monday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Tuesday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Wednesday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Thursday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Friday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Saturday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Sunday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Monday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Tuesday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Wednesday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Thursday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Friday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Saturday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Sunday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Monday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Tuesday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Wednesday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Thursday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Friday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Saturday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Sunday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Monday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Tuesday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Wednesday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,31,Thursday,Dec,4,2020,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Friday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Saturday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Sunday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Monday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Tuesday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Wednesday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Thursday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Friday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Saturday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Sunday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Monday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Tuesday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Wednesday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Thursday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Friday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Saturday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Sunday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Monday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Tuesday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Wednesday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Thursday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Friday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Saturday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Sunday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Monday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Tuesday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Wednesday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,28,Thursday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,29,Friday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,30,Saturday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,31,Sunday,Jan,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,1,Monday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,2,Tuesday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,3,Wednesday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,4,Thursday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,5,Friday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,6,Saturday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,7,Sunday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,8,Monday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,9,Tuesday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,10,Wednesday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,11,Thursday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,12,Friday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,13,Saturday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,14,Sunday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,15,Monday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,16,Tuesday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,17,Wednesday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,18,Thursday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,19,Friday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,20,Saturday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,21,Sunday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,22,Monday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,23,Tuesday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,24,Wednesday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,25,Thursday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,26,Friday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
00:00.0,27,Saturday,Feb,1,2021,00:00.0,00:00.0,00:00.0,00:00.0
